attempt,mine_num,floor_num,no rock,empty rock,junk ore,copper,silver,gold,mystrile,pink diamond,alexandrite,moon stone,sand rose,diamond,emerald,ruby,topaz,peridot,fluorite,agate,amethyst,spring sun,summer sun,fall sun,winter sun,mythic stone,adamantite,orichalc,blue wonderful,green wonderful,red wonderful,yellow wonderful,orange wonderful,purple wonderful,indigo wonderful,black wonderful,white wonderful,empty tile,down stairs,covered hole,money bag,black grass,tiled square,unearthed hole,staircase up,staircase down,lithograph,cursed tool,cursed accessory,bronze coin,silver coin,gold coin
33,1,1,850,1,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,25,4,23,4,0,0,1,0,0,0,0,0,0,0
34,1,1,838,12,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,21,3,23,6,0,0,1,0,0,0,0,0,0,0
35,1,1,849,3,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,23,4,29,6,0,0,1,0,0,0,0,0,0,0
36,1,1,843,7,8,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,23,3,23,6,0,0,1,0,0,0,0,0,0,0
37,1,1,846,8,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,20,3,26,5,0,0,1,0,0,0,0,0,0,0
38,1,1,843,12,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,25,1,22,6,0,0,1,0,0,0,0,0,0,0
39,1,1,845,3,10,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,21,1,30,5,0,0,1,0,0,0,0,0,0,0
40,1,1,838,11,9,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,21,2,26,6,0,0,1,0,0,0,0,0,0,0
41,1,1,840,11,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,21,2,26,6,0,0,1,0,0,0,0,0,0,0
42,1,1,842,10,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,21,4,28,4,0,0,1,0,0,0,0,0,0,0
43,1,1,842,10,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,21,2,26,6,0,0,1,0,0,0,0,0,0,0
44,1,1,847,4,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,21,1,22,6,0,0,1,0,0,0,0,0,0,0
45,1,1,838,11,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,25,3,22,6,0,0,1,0,0,0,0,0,0,0
46,1,1,849,0,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,21,1,30,5,0,0,1,0,0,0,0,0,0,0
47,1,1,835,15,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,20,2,25,6,0,0,1,0,0,0,0,0,0,0
48,1,1,842,9,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,20,3,27,5,0,0,1,0,0,0,0,0,0,0
49,1,1,836,13,8,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,20,4,25,4,0,0,1,0,0,0,0,0,0,0
50,1,1,840,6,9,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,23,4,25,4,0,0,1,0,0,0,0,0,0,0
51,1,1,848,0,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,21,4,28,4,0,0,1,0,0,0,0,0,0,0
52,1,1,842,7,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,23,4,25,4,0,0,1,0,0,0,0,0,0,0
53,1,1,846,3,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,25,3,22,6,0,0,1,0,0,0,0,0,0,0
54,1,1,849,0,10,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,21,2,26,6,0,0,1,0,0,0,0,0,0,0
55,1,1,842,8,8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,25,3,27,4,0,0,1,0,0,0,0,0,0,0
56,1,1,842,9,8,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,20,4,25,4,0,0,1,0,0,0,0,0,0,0
57,1,1,837,11,10,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,24,1,26,6,0,0,1,0,0,0,0,0,0,0
58,1,1,842,8,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,25,4,26,6,0,0,1,0,0,0,0,0,0,0
59,1,1,840,8,10,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,25,1,26,6,0,0,1,0,0,0,0,0,0,0
60,1,1,835,14,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,23,2,26,5,0,0,1,0,0,0,0,0,0,0
61,1,1,847,0,9,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,20,2,25,6,0,0,1,0,0,0,0,0,0,0
62,1,1,847,1,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,22,2,25,5,0,0,1,0,0,0,0,0,0,0
63,1,1,845,4,10,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,22,4,22,4,0,0,1,0,0,0,0,0,0,0
64,1,1,844,3,8,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,24,1,26,6,0,0,1,0,0,0,0,0,0,0
65,1,1,840,11,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,23,2,26,5,0,0,1,0,0,0,0,0,0,0
66,1,1,836,11,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,24,4,21,5,0,0,1,0,0,0,0,0,0,0
67,1,1,842,8,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,23,2,26,5,0,0,1,0,0,0,0,0,0,0
68,1,1,849,0,8,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,20,2,25,5,0,0,1,0,0,0,0,0,0,0
69,1,1,844,8,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,23,2,26,5,0,0,1,0,0,0,0,0,0,0
70,1,1,847,2,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,24,2,27,5,0,0,1,0,0,0,0,0,0,0
71,1,1,841,6,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,24,4,21,5,0,0,1,0,0,0,0,0,0,0
72,1,1,835,15,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,25,1,22,5,0,0,1,0,0,0,0,0,0,0
73,1,1,843,8,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,24,4,21,5,0,0,1,0,0,0,0,0,0,0
74,1,1,843,4,9,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,23,4,21,5,0,0,1,0,0,0,0,0,0,0
75,1,1,837,12,9,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,25,3,25,6,0,0,1,0,0,0,0,0,0,0
76,1,1,838,11,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,25,3,25,6,0,0,1,0,0,0,0,0,0,0
77,1,1,844,6,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,21,4,21,5,0,0,1,0,0,0,0,0,0,0
78,1,1,839,11,9,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,20,3,24,5,0,0,1,0,0,0,0,0,0,0
79,1,1,845,6,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,24,4,24,5,0,0,1,0,0,0,0,0,0,0
80,1,1,836,16,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,23,3,29,6,0,0,1,0,0,0,0,0,0,0
81,1,1,841,12,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,23,3,25,6,0,0,1,0,0,0,0,0,0,0
82,1,1,837,11,10,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,25,3,21,5,0,0,1,0,0,0,0,0,0,0
83,1,1,837,12,10,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,22,3,26,6,0,0,1,0,0,0,0,0,0,0
84,1,1,841,8,8,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,20,3,25,6,0,0,1,0,0,0,0,0,0,0
85,1,1,847,3,8,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,25,3,25,6,0,0,1,0,0,0,0,0,0,0
86,1,1,843,8,8,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,20,3,25,6,0,0,1,0,0,0,0,0,0,0
87,1,1,836,17,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,22,1,20,5,0,0,1,0,0,0,0,0,0,0
88,1,1,839,7,9,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,21,3,21,5,0,0,1,0,0,0,0,0,0,0
89,1,1,849,1,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,23,3,25,6,0,0,1,0,0,0,0,0,0,0
90,1,1,837,13,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,20,1,20,5,0,0,1,0,0,0,0,0,0,0
91,1,1,839,10,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,22,4,30,4,0,0,1,0,0,0,0,0,0,0
92,1,1,847,4,8,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,24,3,26,6,0,0,1,0,0,0,0,0,0,0
93,1,1,849,0,10,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,25,3,29,6,0,0,1,0,0,0,0,0,0,0
94,1,1,849,2,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,25,3,21,5,0,0,1,0,0,0,0,0,0,0
95,1,1,844,8,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,22,1,20,5,0,0,1,0,0,0,0,0,0,0
96,1,1,845,2,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,22,1,20,5,0,0,1,0,0,0,0,0,0,0
97,1,1,847,1,7,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,22,4,30,6,0,0,1,0,0,0,0,0,0,0
98,1,1,848,0,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,25,4,30,6,0,0,1,0,0,0,0,0,0,0
99,1,1,839,11,8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,25,2,28,6,0,0,1,0,0,0,0,0,0,0
0,1,2,843,7,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,23,1,24,4,0,0,1,0,0,0,0,0,0,0
1,1,2,849,2,4,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,22,1,20,5,0,0,1,0,0,0,0,0,0,0
2,1,2,844,8,4,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,20,3,24,4,0,0,1,0,0,0,0,0,0,0
3,1,2,848,5,4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,25,1,24,4,0,0,1,0,0,0,0,0,0,0
4,1,2,844,6,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,20,1,24,4,0,0,1,0,0,0,0,0,0,0
5,1,2,845,6,4,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,20,1,24,4,0,0,1,0,0,0,0,0,0,0
6,1,2,846,6,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,20,1,24,4,0,0,1,0,0,0,0,0,0,0
7,1,2,835,18,4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,22,1,23,5,0,0,1,0,0,0,0,0,0,0
8,1,2,836,17,5,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,22,1,23,5,0,0,1,0,0,0,0,0,0,0
9,1,2,841,13,4,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,22,3,22,6,0,0,1,0,0,0,0,0,0,0
10,1,2,836,15,5,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,25,3,21,6,0,0,1,0,0,0,0,0,0,0
11,1,2,847,5,4,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,22,2,28,6,0,0,1,0,0,0,0,0,0,0
12,1,2,842,14,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,20,3,22,6,0,0,1,0,0,0,0,0,0,0
13,1,2,845,8,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,22,3,22,6,0,0,1,0,0,0,0,0,0,0
14,1,2,849,5,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,25,3,22,6,0,0,1,0,0,0,0,0,0,0
15,1,2,840,10,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,24,3,21,6,0,0,1,0,0,0,0,0,0,0
16,1,2,845,6,5,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,20,3,30,5,0,0,1,0,0,0,0,0,0,0
17,1,2,839,13,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,22,3,30,4,0,0,1,0,0,0,0,0,0,0
18,1,2,843,10,4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,24,3,21,6,0,0,1,0,0,0,0,0,0,0
19,1,2,839,14,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,22,4,29,4,0,0,1,0,0,0,0,0,0,0
20,1,2,845,8,4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,24,3,21,6,0,0,1,0,0,0,0,0,0,0
21,1,2,842,9,5,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,24,4,29,4,0,0,1,0,0,0,0,0,0,0
22,1,2,847,5,4,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,24,3,21,6,0,0,1,0,0,0,0,0,0,0
23,1,2,837,16,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,21,4,25,5,0,0,1,0,0,0,0,0,0,0
24,1,2,845,6,5,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,24,4,29,4,0,0,1,0,0,0,0,0,0,0
25,1,2,842,11,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,21,4,22,6,0,0,1,0,0,0,0,0,0,0
