attempt,mine_num,floor_num,no rock,empty rock,junk ore,copper,silver,gold,mystrile,pink diamond,alexandrite,moon stone,sand rose,diamond,emerald,ruby,topaz,peridot,fluorite,agate,amethyst,spring sun,summer sun,fall sun,winter sun,mythic stone,adamantite,orichalc,blue wonderful,green wonderful,red wonderful,yellow wonderful,orange wonderful,purple wonderful,indigo wonderful,black wonderful,white wonderful,empty tile,down stairs,covered hole,money bag,black grass,tiled square,unearthed hole,staircase up,staircase down,lithograph,cursed tool,cursed accessory,bronze coin,silver coin,gold coin
19,0,9,63,0,2,1,1,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,11,1,30,7,0,0,0,0,0,0,0,0,0,0
20,0,9,71,0,3,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,3,40,6,0,0,0,0,0,0,0,0,0,0
21,0,9,72,0,3,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,3,40,6,0,0,0,0,0,0,0,0,0,0
22,0,9,73,0,2,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,3,40,6,0,0,0,0,0,0,0,0,0,0
23,0,9,72,0,3,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11,1,40,6,0,0,0,0,0,0,0,0,0,0
24,0,9,72,0,3,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11,1,40,6,0,0,0,0,0,0,0,0,0,0
25,0,9,63,0,3,0,0,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,12,3,30,8,0,0,0,0,0,0,0,0,0,0
26,0,9,73,0,2,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,3,39,8,0,0,0,0,0,0,0,0,0,0
27,0,9,67,0,2,0,1,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,2,40,8,0,0,0,0,0,0,0,0,0,0
28,0,9,67,0,2,0,1,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,2,40,8,0,0,0,0,0,0,0,0,0,0
29,0,9,65,0,2,1,2,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,12,3,30,8,0,0,0,0,0,0,0,0,0,0
30,0,9,66,0,1,1,2,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,12,3,30,8,0,0,0,0,0,0,0,0,0,0
31,0,9,67,0,1,1,1,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,12,3,30,8,0,0,0,0,0,0,0,0,0,0
32,0,9,70,0,1,2,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,12,2,34,7,0,0,0,0,0,0,0,0,0,0
33,0,9,70,0,1,2,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,12,2,34,7,0,0,0,0,0,0,0,0,0,0
34,0,9,72,0,3,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,11,1,30,7,0,0,0,0,0,0,0,0,0,0
35,0,9,70,0,3,1,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,12,2,34,7,0,0,0,0,0,0,0,0,0,0
36,0,9,71,0,4,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,2,34,7,0,0,0,0,0,0,0,0,0,0
37,0,9,69,0,4,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10,3,35,8,0,0,0,0,0,0,0,0,0,0
38,0,9,70,0,3,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10,3,35,8,0,0,0,0,0,0,0,0,0,0
39,0,9,73,0,2,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,2,40,8,0,0,0,0,0,0,0,0,0,0
40,0,9,65,0,3,1,2,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,12,2,35,7,0,0,0,0,0,0,0,0,0,0
41,0,9,73,0,3,1,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10,3,35,8,0,0,0,0,0,0,0,0,0,0
42,0,9,74,0,3,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,12,3,30,8,0,0,0,0,0,0,0,0,0,0
43,0,9,75,0,3,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,12,3,30,8,0,0,0,0,0,0,0,0,0,0
44,0,9,66,0,3,1,1,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,12,1,31,7,0,0,0,0,0,0,0,0,0,0
45,0,9,66,0,3,1,1,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,12,1,31,7,0,0,0,0,0,0,0,0,0,0
46,0,9,71,0,4,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,3,40,9,0,0,0,0,0,0,0,0,0,0
47,0,9,68,0,4,1,1,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,1,39,8,0,0,0,0,0,0,0,0,0,0
48,0,9,75,0,3,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,12,3,40,9,0,0,0,0,0,0,0,0,0,0
49,0,9,69,0,3,1,1,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,1,39,8,0,0,0,0,0,0,0,0,0,0
50,0,9,71,0,2,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,11,3,32,7,0,0,0,0,0,0,0,0,0,0
51,0,9,72,0,2,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,11,3,32,7,0,0,0,0,0,0,0,0,0,0
52,0,9,73,0,3,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,12,1,31,7,0,0,0,0,0,0,0,0,0,0
53,0,9,73,0,3,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,12,1,31,7,0,0,0,0,0,0,0,0,0,0
54,0,9,73,0,4,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,11,3,31,7,0,0,0,0,0,0,0,0,0,0
55,0,9,70,0,2,1,1,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,12,3,32,8,0,0,0,0,0,0,0,0,0,0
56,0,9,74,0,3,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11,1,39,8,0,0,0,0,0,0,0,0,0,0
57,0,9,67,0,3,2,2,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10,1,38,6,0,0,0,0,0,0,0,0,0,0
58,0,9,76,0,3,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11,1,39,8,0,0,0,0,0,0,0,0,0,0
59,0,9,76,0,3,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,1,39,8,0,0,0,0,0,0,0,0,0,0
60,0,9,66,0,3,2,1,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,10,1,32,6,0,0,0,0,0,0,0,0,0,0
61,0,9,75,0,4,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,1,40,8,0,0,0,0,0,0,0,0,0,0
62,0,9,68,0,3,1,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,10,1,32,6,0,0,0,0,0,0,0,0,0,0
63,0,9,72,0,3,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,3,32,8,0,0,0,0,0,0,0,0,0,0
64,0,9,67,0,2,0,1,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,12,2,30,8,0,0,0,0,0,0,0,0,0,0
65,0,9,74,0,2,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,3,32,8,0,0,0,0,0,0,0,0,0,0
66,0,9,76,0,1,2,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10,1,38,6,0,0,0,0,0,0,0,0,0,0
67,0,9,76,0,2,1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10,1,38,6,0,0,0,0,0,0,0,0,0,0
68,0,9,76,0,4,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10,1,38,6,0,0,0,0,0,0,0,0,0,0
69,0,9,77,0,3,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10,1,38,6,0,0,0,0,0,0,0,0,0,0
70,0,9,70,0,2,2,2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10,2,35,8,0,0,0,0,0,0,0,0,0,0
71,0,9,75,0,3,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,2,30,6,0,0,0,0,0,0,0,0,0,0
72,0,9,68,0,1,1,1,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,11,1,37,6,0,0,0,0,0,0,0,0,0,0
73,0,9,74,0,2,2,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,12,1,35,6,0,0,0,0,0,0,0,0,0,0
74,0,9,70,0,3,1,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,10,2,33,7,0,0,0,0,0,0,0,0,0,0
75,0,9,71,0,2,1,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,10,2,33,7,0,0,0,0,0,0,0,0,0,0
76,0,9,77,0,4,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,10,1,32,6,0,0,0,0,0,0,0,0,0,0
77,0,9,75,0,4,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,11,1,34,6,0,0,0,0,0,0,0,0,0,0
78,0,9,76,0,3,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,11,1,34,6,0,0,0,0,0,0,0,0,0,0
79,0,9,77,0,3,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,11,1,34,6,0,0,0,0,0,0,0,0,0,0
80,0,9,73,0,2,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,10,2,33,7,0,0,0,0,0,0,0,0,0,0
81,0,9,65,0,2,1,2,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11,3,36,9,0,0,0,0,0,0,0,0,0,0
82,0,9,76,0,2,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,11,2,33,7,0,0,0,0,0,0,0,0,0,0
83,0,9,77,0,1,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,11,2,33,7,0,0,0,0,0,0,0,0,0,0
84,0,9,76,0,2,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,12,1,37,9,0,0,0,0,0,0,0,0,0,0
85,0,9,77,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,12,1,37,9,0,0,0,0,0,0,0,0,0,0
86,0,9,66,0,3,1,1,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,3,31,7,0,0,0,0,0,0,0,0,0,0
87,0,9,63,0,2,0,2,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,2,38,8,0,0,0,0,0,0,0,0,0,0
88,0,9,69,0,3,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11,3,38,9,0,0,0,0,0,0,0,0,0,0
89,0,9,70,0,2,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11,3,38,9,0,0,0,0,0,0,0,0,0,0
90,0,9,64,0,1,1,1,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,2,38,8,0,0,0,0,0,0,0,0,0,0
91,0,9,64,0,0,2,2,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,12,1,38,8,0,0,0,0,0,0,0,0,0,0
92,0,9,74,0,3,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11,2,39,7,0,0,0,0,0,0,0,0,0,0
93,0,9,63,0,3,2,1,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,12,1,38,8,0,0,0,0,0,0,0,0,0,0
94,0,9,71,0,3,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,3,37,9,0,0,0,0,0,0,0,0,0,0
95,0,9,61,0,3,1,1,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,3,39,8,0,0,0,0,0,0,0,0,0,0
96,0,9,71,0,2,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,12,3,32,8,0,0,0,0,0,0,0,0,0,0
97,0,9,61,0,2,2,1,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,3,39,8,0,0,0,0,0,0,0,0,0,0
98,0,9,61,0,3,1,2,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10,3,39,8,0,0,0,0,0,0,0,0,0,0
99,0,9,69,0,3,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,11,1,32,8,0,0,0,0,0,0,0,0,0,0
100,0,9,70,0,3,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,11,1,32,8,0,0,0,0,0,0,0,0,0,0
101,0,9,71,0,2,2,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,2,38,8,0,0,0,0,0,0,0,0,0,0
102,0,9,63,0,1,2,1,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,11,1,35,9,0,0,0,0,0,0,0,0,0,0
103,0,9,65,0,2,0,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,11,1,35,9,0,0,0,0,0,0,0,0,0,0
104,0,9,73,0,3,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,2,38,8,0,0,0,0,0,0,0,0,0,0
105,0,9,63,0,2,1,1,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,12,2,39,6,0,0,0,0,0,0,0,0,0,0
106,0,9,63,0,3,1,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,12,2,39,6,0,0,0,0,0,0,0,0,0,0
107,0,9,73,0,2,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,12,3,31,9,0,0,0,0,0,0,0,0,0,0
108,0,9,74,0,2,1,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,12,3,31,9,0,0,0,0,0,0,0,0,0,0
109,0,9,71,0,4,2,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,12,3,35,9,0,0,0,0,0,0,0,0,0,0
110,0,9,72,0,3,2,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,12,3,35,9,0,0,0,0,0,0,0,0,0,0
111,0,9,71,0,2,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,3,39,8,0,0,0,0,0,0,0,0,0,0
112,0,9,73,0,3,1,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,1,35,9,0,0,0,0,0,0,0,0,0,0
113,0,9,74,0,2,1,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,1,35,9,0,0,0,0,0,0,0,0,0,0
114,0,9,60,0,3,2,0,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10,2,35,8,0,0,0,0,0,0,0,0,0,0
115,0,9,69,0,4,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,11,1,35,9,0,0,0,0,0,0,0,0,0,0
116,0,9,70,0,3,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,11,1,35,9,0,0,0,0,0,0,0,0,0,0
117,0,9,71,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,3,39,6,0,0,0,0,0,0,0,0,0,0
118,0,9,71,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,3,39,6,0,0,0,0,0,0,0,0,0,0
119,0,9,71,0,2,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,2,37,6,0,0,0,0,0,0,0,0,0,0
120,0,9,72,0,1,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,2,37,6,0,0,0,0,0,0,0,0,0,0
121,0,9,73,0,1,1,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,12,3,36,8,0,0,0,0,0,0,0,0,0,0
122,0,9,64,0,1,1,2,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,12,2,32,8,0,0,0,0,0,0,0,0,0,0
123,0,9,61,0,3,2,2,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,3,34,8,0,0,0,0,0,0,0,0,0,0
124,0,9,70,0,3,2,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,12,3,35,8,0,0,0,0,0,0,0,0,0,0
125,0,9,63,0,4,2,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,3,34,8,0,0,0,0,0,0,0,0,0,0
