attempt,mine_num,floor_num,no rock,empty rock,junk ore,copper,silver,gold,mystrile,pink diamond,alexandrite,moon stone,sand rose,diamond,emerald,ruby,topaz,peridot,fluorite,agate,amethyst,spring sun,summer sun,fall sun,winter sun,mythic stone,adamantite,orichalc,blue wonderful,green wonderful,red wonderful,yellow wonderful,orange wonderful,purple wonderful,indigo wonderful,black wonderful,white wonderful,empty tile,down stairs,covered hole,money bag,black grass,tiled square,unearthed hole,staircase up,staircase down,lithograph,cursed tool,cursed accessory,bronze coin,silver coin,gold coin
40,4,1,856,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,20,1,30,5,0,0,1,0,0,0,0,5,1,0
41,4,1,857,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,20,1,30,5,0,0,1,0,0,0,0,5,1,0
42,4,1,857,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,24,3,45,5,0,0,1,0,0,0,0,5,0,0
43,4,1,861,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,22,1,30,5,0,0,1,0,0,0,0,5,1,0
44,4,1,860,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,20,1,30,5,0,0,1,0,0,0,0,5,1,0
45,4,1,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,21,1,34,5,0,0,1,0,0,0,0,5,0,0
46,4,1,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,21,3,44,4,0,0,1,0,0,0,0,6,1,0
47,4,1,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,25,2,33,5,0,0,1,0,0,0,0,5,0,0
48,4,1,856,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,25,2,33,5,0,0,1,0,0,0,0,5,0,0
49,4,1,857,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,25,2,33,5,0,0,1,0,0,0,0,5,0,0
50,4,1,859,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,21,3,44,4,0,0,1,0,0,0,0,6,1,0
51,4,1,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,22,2,37,3,0,0,1,0,0,0,0,7,1,0
52,4,1,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,21,2,37,3,0,0,1,0,0,0,0,7,1,0
53,4,1,859,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,21,3,48,4,0,0,1,0,0,0,0,7,0,0
54,4,1,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,20,1,37,3,0,0,1,0,0,0,0,7,1,0
55,4,1,858,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,21,2,37,3,0,0,1,0,0,0,0,7,1,0
56,4,1,860,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,22,2,37,3,0,0,1,0,0,0,0,7,1,0
57,4,1,857,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,21,3,26,3,0,0,1,0,0,0,0,5,0,0
58,4,1,858,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,21,3,26,3,0,0,1,0,0,0,0,5,0,0
59,4,1,860,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,20,1,37,3,0,0,1,0,0,0,0,7,1,0
60,4,1,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,23,2,50,3,0,0,1,0,0,0,0,6,0,0
61,4,1,856,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,23,2,50,3,0,0,1,0,0,0,0,6,0,0
62,4,1,859,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,25,2,50,3,0,0,1,0,0,0,0,6,0,0
63,4,1,857,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,23,2,40,4,0,0,1,0,0,0,0,6,0,0
64,4,1,858,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,23,2,40,4,0,0,1,0,0,0,0,6,0,0
65,4,1,860,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,23,2,50,3,0,0,1,0,0,0,0,6,0,0
66,4,1,860,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,23,2,40,4,0,0,1,0,0,0,0,6,0,0
67,4,1,856,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,25,3,36,5,0,0,1,0,0,0,0,5,1,0
68,4,1,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,22,1,45,3,0,0,1,0,0,0,0,6,1,0
69,4,1,860,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,20,2,40,4,0,0,1,0,0,0,0,6,0,0
70,4,1,857,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,22,1,45,3,0,0,1,0,0,0,0,6,1,0
71,4,1,859,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,20,3,46,3,0,0,1,0,0,0,0,6,1,0
72,4,1,859,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,22,1,45,3,0,0,1,0,0,0,0,6,1,0
73,4,1,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,24,3,25,4,0,0,1,0,0,0,0,7,0,0
74,4,1,859,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,24,2,38,3,0,0,1,0,0,0,0,6,0,0
75,4,1,859,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,22,1,36,5,0,0,1,0,0,0,0,5,1,0
76,4,1,856,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,23,3,45,3,0,0,1,0,0,0,0,5,1,0
77,4,1,858,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,21,3,42,5,0,0,1,0,0,0,0,7,0,0
78,4,1,859,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,21,3,42,5,0,0,1,0,0,0,0,7,0,0
79,4,1,859,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,23,3,45,3,0,0,1,0,0,0,0,5,1,0
80,4,1,860,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,23,3,45,3,0,0,1,0,0,0,0,5,1,0
81,4,1,859,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,22,2,45,3,0,0,1,0,0,0,0,5,1,0
82,4,1,860,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,22,2,45,3,0,0,1,0,0,0,0,5,1,0
83,4,1,858,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,24,3,50,4,0,0,1,0,0,0,0,7,0,0
84,4,1,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,24,2,48,4,0,0,1,0,0,0,0,7,0,0
85,4,1,857,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,21,3,50,4,0,0,1,0,0,0,0,7,0,0
86,4,1,857,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,24,2,48,4,0,0,1,0,0,0,0,7,0,0
87,4,1,857,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,21,1,50,4,0,0,1,0,0,0,0,7,0,0
88,4,1,860,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,21,3,50,4,0,0,1,0,0,0,0,7,0,0
89,4,1,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,20,1,48,4,0,0,1,0,0,0,0,7,0,0
90,4,1,860,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,21,1,50,4,0,0,1,0,0,0,0,7,0,0
91,4,1,858,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,25,3,39,4,0,0,1,0,0,0,0,5,1,0
92,4,1,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,25,3,49,4,0,0,1,0,0,0,0,5,0,0
93,4,1,860,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,25,3,39,4,0,0,1,0,0,0,0,5,1,0
94,4,1,858,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,23,3,39,5,0,0,1,0,0,0,0,7,0,0
95,4,1,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,24,1,49,4,0,0,1,0,0,0,0,5,0,0
96,4,1,856,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,24,1,49,4,0,0,1,0,0,0,0,5,0,0
97,4,1,858,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,23,3,49,4,0,0,1,0,0,0,0,5,0,0
98,4,1,857,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,25,3,50,4,0,0,1,0,0,0,0,6,1,0
99,4,1,856,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,25,3,45,3,0,0,1,0,0,0,0,6,0,0
0,4,2,859,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,25,3,50,4,0,0,1,0,0,0,0,6,1,0
1,4,2,857,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,25,2,45,3,0,0,1,0,0,0,0,6,0,0
2,4,2,856,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,22,3,45,3,0,0,1,0,0,0,0,6,0,0
3,4,2,858,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,21,3,50,4,0,0,1,0,0,0,0,6,1,0
4,4,2,860,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,25,2,45,3,0,0,1,0,0,0,0,6,0,0
5,4,2,859,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,22,3,45,3,0,0,1,0,0,0,0,6,0,0
6,4,2,856,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,25,3,44,4,0,0,1,0,0,0,0,6,1,0
7,4,2,857,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,25,3,44,4,0,0,1,0,0,0,0,6,1,0
8,4,2,860,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,22,1,45,3,0,0,1,0,0,0,0,6,0,0
9,4,2,859,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,25,3,44,4,0,0,1,0,0,0,0,6,1,0
10,4,2,856,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,21,3,44,4,0,0,1,0,0,0,0,6,1,0
11,4,2,859,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,23,3,44,4,0,0,1,0,0,0,0,6,1,0
12,4,2,856,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,25,2,45,3,0,0,1,0,0,0,0,5,0,0
13,4,2,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,24,2,49,4,0,0,1,0,0,0,0,7,0,0
14,4,2,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,22,2,45,3,0,0,1,0,0,0,0,5,0,0
15,4,2,860,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,20,3,44,4,0,0,1,0,0,0,0,6,1,0
16,4,2,857,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,22,2,45,3,0,0,1,0,0,0,0,5,0,0
17,4,2,857,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,25,2,29,3,0,0,1,0,0,0,0,6,0,0
18,4,2,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,22,2,29,3,0,0,1,0,0,0,0,6,0,0
19,4,2,860,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,22,2,45,3,0,0,1,0,0,0,0,5,0,0
20,4,2,857,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,22,2,29,3,0,0,1,0,0,0,0,6,0,0
21,4,2,856,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,20,2,29,3,0,0,1,0,0,0,0,6,0,0
22,4,2,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,22,1,49,5,0,0,1,0,0,0,0,7,1,0
23,4,2,858,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,20,2,29,3,0,0,1,0,0,0,0,6,0,0
24,4,2,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,25,1,34,5,0,0,1,0,0,0,0,6,1,0
25,4,2,855,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,24,1,34,5,0,0,1,0,0,0,0,6,1,0
