attempt,mine_num,floor_num,no rock,empty rock,junk ore,copper,silver,gold,mystrile,pink diamond,alexandrite,moon stone,sand rose,diamond,emerald,ruby,topaz,peridot,fluorite,agate,amethyst,spring sun,summer sun,fall sun,winter sun,mythic stone,adamantite,orichalc,blue wonderful,green wonderful,red wonderful,yellow wonderful,orange wonderful,purple wonderful,indigo wonderful,black wonderful,white wonderful,empty tile,down stairs,covered hole,money bag,black grass,tiled square,unearthed hole,staircase up,staircase down,lithograph,cursed tool,cursed accessory,bronze coin,silver coin,gold coin
39,2,1,856,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,24,4,23,5,0,0,0,0,0,0,0,0,0,0
40,2,1,857,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,24,4,23,5,0,0,0,0,0,0,0,0,0,0
41,2,1,858,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,24,4,23,5,0,0,0,0,0,0,0,0,0,0
42,2,1,856,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,23,3,23,6,0,0,0,0,0,0,0,0,0,0
43,2,1,856,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,21,1,30,5,0,0,0,0,0,0,0,0,0,0
44,2,1,857,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,21,1,30,5,0,0,0,0,0,0,0,0,0,0
45,2,1,857,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,21,3,23,6,0,0,0,0,0,0,0,0,0,0
46,2,1,857,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,25,1,22,6,0,0,0,0,0,0,0,0,0,0
47,2,1,855,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,24,2,26,6,0,0,0,0,0,0,0,0,0,0
48,2,1,858,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,21,3,28,6,0,0,0,0,0,0,0,0,0,0
49,2,1,855,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,21,4,28,4,0,0,0,0,0,0,0,0,0,0
50,2,1,855,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,21,2,26,6,0,0,0,0,0,0,0,0,0,0
51,2,1,857,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,21,4,28,4,0,0,0,0,0,0,0,0,0,0
52,2,1,857,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,21,2,26,6,0,0,0,0,0,0,0,0,0,0
53,2,1,858,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,20,2,26,6,0,0,0,0,0,0,0,0,0,0
54,2,1,857,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,21,3,27,5,0,0,0,0,0,0,0,0,0,0
55,2,1,858,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,21,3,27,5,0,0,0,0,0,0,0,0,0,0
56,2,1,858,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,20,3,27,5,0,0,0,0,0,0,0,0,0,0
57,2,1,857,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,25,3,22,6,0,0,0,0,0,0,0,0,0,0
58,2,1,858,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,25,3,22,6,0,0,0,0,0,0,0,0,0,0
59,2,1,856,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,23,4,25,4,0,0,0,0,0,0,0,0,0,0
60,2,1,855,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,25,3,27,4,0,0,0,0,0,0,0,0,0,0
61,2,1,856,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,25,3,27,4,0,0,0,0,0,0,0,0,0,0
62,2,1,855,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,22,2,25,5,0,0,0,0,0,0,0,0,0,0
63,2,1,857,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,20,4,25,4,0,0,0,0,0,0,0,0,0,0
64,2,1,856,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,25,4,26,6,0,0,0,0,0,0,0,0,0,0
65,2,1,856,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,20,2,25,5,0,0,0,0,0,0,0,0,0,0
66,2,1,856,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,22,4,22,4,0,0,0,0,0,0,0,0,0,0
67,2,1,858,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,20,2,25,5,0,0,0,0,0,0,0,0,0,0
68,2,1,857,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,25,1,26,6,0,0,0,0,0,0,0,0,0,0
69,2,1,856,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,22,2,26,6,0,0,0,0,0,0,0,0,0,0
70,2,1,855,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,24,2,27,5,0,0,0,0,0,0,0,0,0,0
71,2,1,857,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,23,4,27,5,0,0,0,0,0,0,0,0,0,0
72,2,1,855,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,23,2,26,5,0,0,0,0,0,0,0,0,0,0
73,2,1,855,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,24,1,24,6,0,0,0,0,0,0,0,0,0,0
74,2,1,855,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,22,2,24,6,0,0,0,0,0,0,0,0,0,0
75,2,1,857,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,24,1,24,6,0,0,0,0,0,0,0,0,0,0
76,2,1,858,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,24,1,24,6,0,0,0,0,0,0,0,0,0,0
77,2,1,856,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,21,1,24,6,0,0,0,0,0,0,0,0,0,0
78,2,1,855,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,23,4,21,5,0,0,0,0,0,0,0,0,0,0
79,2,1,857,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,24,4,21,5,0,0,0,0,0,0,0,0,0,0
80,2,1,856,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,20,3,30,5,0,0,0,0,0,0,0,0,0,0
81,2,1,857,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,20,3,30,5,0,0,0,0,0,0,0,0,0,0
82,2,1,856,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,24,4,24,5,0,0,0,0,0,0,0,0,0,0
83,2,1,856,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,21,4,28,5,0,0,0,0,0,0,0,0,0,0
84,2,1,857,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,21,4,28,5,0,0,0,0,0,0,0,0,0,0
85,2,1,855,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,25,3,25,6,0,0,0,0,0,0,0,0,0,0
86,2,1,855,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,20,3,24,5,0,0,0,0,0,0,0,0,0,0
87,2,1,855,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,23,3,25,6,0,0,0,0,0,0,0,0,0,0
88,2,1,858,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,25,3,25,6,0,0,0,0,0,0,0,0,0,0
89,2,1,857,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,23,3,25,6,0,0,0,0,0,0,0,0,0,0
90,2,1,856,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,25,3,29,6,0,0,0,0,0,0,0,0,0,0
91,2,1,858,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,23,4,29,4,0,0,0,0,0,0,0,0,0,0
92,2,1,855,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,24,3,26,6,0,0,0,0,0,0,0,0,0,0
93,2,1,858,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,20,3,25,6,0,0,0,0,0,0,0,0,0,0
94,2,1,857,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,25,3,21,5,0,0,0,0,0,0,0,0,0,0
95,2,1,856,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,25,4,30,6,0,0,0,0,0,0,0,0,0,0
96,2,1,857,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,25,4,30,6,0,0,0,0,0,0,0,0,0,0
97,2,1,859,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,22,3,26,6,0,0,0,0,0,0,0,0,0,0
98,2,1,857,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,25,1,20,5,0,0,0,0,0,0,0,0,0,0
99,2,1,858,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,25,1,20,5,0,0,0,0,0,0,0,0,0,0
0,2,2,855,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,22,4,30,4,0,0,0,0,0,0,0,0,0,0
1,2,2,857,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,22,1,20,5,0,0,0,0,0,0,0,0,0,0
2,2,2,856,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,20,1,20,5,0,0,0,0,0,0,0,0,0,0
3,2,2,856,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,25,1,24,4,0,0,0,0,0,0,0,0,0,0
4,2,2,856,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,22,3,24,4,0,0,0,0,0,0,0,0,0,0
5,2,2,857,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,22,3,24,4,0,0,0,0,0,0,0,0,0,0
6,2,2,858,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,22,3,24,4,0,0,0,0,0,0,0,0,0,0
7,2,2,855,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,20,1,24,4,0,0,0,0,0,0,0,0,0,0
8,2,2,856,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,20,1,24,4,0,0,0,0,0,0,0,0,0,0
9,2,2,857,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,20,1,24,4,0,0,0,0,0,0,0,0,0,0
10,2,2,856,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,25,2,30,4,0,0,0,0,0,0,0,0,0,0
11,2,2,855,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,22,2,28,6,0,0,0,0,0,0,0,0,0,0
12,2,2,858,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,25,2,30,4,0,0,0,0,0,0,0,0,0,0
13,2,2,857,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,22,2,28,6,0,0,0,0,0,0,0,0,0,0
14,2,2,857,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,25,3,22,6,0,0,0,0,0,0,0,0,0,0
15,2,2,856,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,21,4,22,5,0,0,0,0,0,0,0,0,0,0
16,2,2,857,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,21,4,22,5,0,0,0,0,0,0,0,0,0,0
17,2,2,855,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,20,3,22,6,0,0,0,0,0,0,0,0,0,0
18,2,2,855,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,20,3,30,5,0,0,0,0,0,0,0,0,0,0
19,2,2,858,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,20,3,22,5,0,0,0,0,0,0,0,0,0,0
20,2,2,857,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,20,3,30,5,0,0,0,0,0,0,0,0,0,0
21,2,2,858,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,20,3,30,5,0,0,0,0,0,0,0,0,0,0
22,2,2,855,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,24,3,21,6,0,0,0,0,0,0,0,0,0,0
23,2,2,856,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,24,3,21,6,0,0,0,0,0,0,0,0,0,0
24,2,2,857,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,24,3,21,6,0,0,0,0,0,0,0,0,0,0
25,2,2,857,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,23,3,21,6,0,0,0,0,0,0,0,0,0,0
